tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,nChamps
GRANDMASTER,Af-TjXAg7zun4NLz21ChFXR04o4Cn6oqodbTdObh_TIyYXY,Dechimo,261,224,208,True,False,False,False,wsPPX3cA-KOFwXj4dThowFBltcvEbdCPDSCpudOk8aOVflsifc_km_BA,6
GRANDMASTER,I9kPUImQ8j306KTQZ40nZYhvS7ec3zL4KIMhrs_7py3HRsMs,bie mo wo,340,556,522,False,False,False,True,RrjnpBFzgRIb286OT_52gllsL9f_-5wF5BiQHTTjrUH_06pp_aCpNvZw,11
GRANDMASTER,k5sqtP-9bdDsinVZ8BAjLrhIM1igZbimRZfiPd57Xl-flw,해리 SUP 포터,515,148,117,False,False,False,False,q97r4oYkY4C9ZojxqDIIdbPH8qRigwkhwM3Q7QW6wRJT,10
GRANDMASTER,2v7VAZ4uYctv1RgjSew5qQ0RbO6oXmO47SXvQeh4Eqr1rUE,Waywardzz,416,407,387,False,False,True,False,1bcGMZLfTzByEY4sGs9tFUIQL8mkHFIjbbGakSEn_fAjSPJL4laSyjni,14
GRANDMASTER,5wuCOvaRBJZahhd3FY_vsRRw9tSo-rLUbbYDUPhXG7-0HBU,shi hu du xing,250,279,246,False,False,False,False,7oo1-Uv30ruQUHhPH2r4n6wEk4W609H69jkj54Qx3B3YtyL45a01g9Qb,7
GRANDMASTER,8bKHMYB_LEzVIg20_lzwO5ZYpJyCNDbOeF3tn4F081zjhUo,Liiv Winter,429,406,386,False,False,True,False,SsYXZrjqe0kCa5KG4xAqqOy86l4cGr2PQmcKHpttUp1uz39_1Cz06P2e,8
GRANDMASTER,7pc7wQHXQO2neZPpLm_2ND4e4NOULFtveub1k_4YaruXx20,Demon,610,154,131,False,False,True,True,pI-471tW_wY002qopVaTAIHPnM7eP2WY28E17OSQFsVXYAI,1
GRANDMASTER,Rq0Cby7MBSYTxEZxwPKhdu0ZnoefVarkym2Jb38iHHhK_Uk,11baby,430,170,152,False,False,False,False,ALi_8UIZBFU0i8FdlGwPvbncG-2nIOI7NJ79yfiOaNCUFQXQoFlf3KRv,11
GRANDMASTER,l9uhk9vlbxy97gvml742MkDLoIkB7Kp05_5-wMCeCitvvg,크으으윽,329,160,134,False,False,False,True,0vgglZRbCjUwp2YHEMKEPfZ8h5UyoBFHaVxJ1Fph0RFS,2
GRANDMASTER,hFO4qayYLgndqh1kCFcEJIQIwfsHZde-VntMvHMptUSn36EFe8110xhBTw,Wpex,278,214,184,False,False,True,True,_Tw7F6zvA_9KkZKxP9MUEyrcrIZ1pifKeOL1CM1kQ0c6agbY2qFKHT92,6
GRANDMASTER,BjkUobyMkJ4FjxnP9Di4JnIc9SCp0UMW5hQMhHTDQYe3xrw,쭌 베,435,470,452,True,False,False,False,J1PWt59jkaeia5p5i0NdIHULKwf36JXU2q6_SWnwmYCv_Pw,10
GRANDMASTER,Lr0Vp-PKAGcYYgI6FoEp4iEVmo57fDvwBKdp_G6z1abxU5A,나는 악질입니다,300,225,211,False,False,False,False,4qhskLmZ8n2U3BQVJM_cgG9pqNsRTzEr6uzsEby-FmG67AjptyV5SSxz,2
GRANDMASTER,zLYU_wBzMvWVD-YjYhbRs-5RBtB3CTjcfRaq9xJQuuRcvHAT-ErodS919Q,P Jae hyun,373,306,259,False,False,True,False,wpzxpmodX_YdOchH-JBOE24wJsttgvGC4SkkR5xDDYbXSr6rxBtG-Xze,6
GRANDMASTER,VEGn1yWU2B1vYFVfReA_0nmib1_LZGcDjmWuWpYJGurD5Kg,기억을 찾는 소녀,457,389,363,False,False,False,True,oRgDk6FW8acCTkfqXVIVvaQGF1NdLXUThine6WMMcAhxbNxohmxPYhTM,7
GRANDMASTER,uGJnSyNKeFLcucco9O6bmgFBnd6o8_Un9sTc0xaNx4Ylz_s,레넥톤 장인,400,211,184,False,False,False,False,wPCsS-XWTpHt8nSIsGM8pJWmqhD3UwFqTVlXJ_hIW-0RWgk,2
GRANDMASTER,xNyWZ0sXKMPFzfatYctWzHg358sG4GY9XDpB_hGZ2toeobbq,zkxkzkxkzkxkzkxk,487,100,73,False,False,False,False,L_73n-gJyfziHlteHRid_wm5vsVEBsrhr09v1jqGzsA9QcFyvYcNoYmz,6
GRANDMASTER,_8tXrfgrSCK8gIui9QYgWjWCeiw7XW8QpuAjC7tVmtkPGQcfCA-NkY2RJA,lovestrucker,585,300,251,False,False,True,False,PrMqHUDQU6rVf0kHagogrqpRgNaC71kGRhQpPPktZaezQuCCeNBjvj4Q,3
GRANDMASTER,uATMUgEeLkA-XIvV2uynFEF2cAu3xNhAHykInDpmngE8Rio,미친듯이 파이팅,361,214,198,False,False,False,False,Xb48HtkUJ77iaSxKBSYSJdrT2VqQ_nUGZ3wPXqHqDn81lkSg5xBHO2YI,11
GRANDMASTER,o1ncuw-GtXylF7p-LqG1zg0ThW6vTT8n2iEBFwjvPz_0Bw,Wilder 아데산야,352,419,399,True,False,False,False,l4e2KtN92WV3laLL5DmdMSQ7PUif5azdw6aNPCBBtHg_,7
GRANDMASTER,aQjngUUnzyKLuh3C2wLDMl4QtOGldIFfH0oqmfcw8zhzapA,강할수록짖지않아,620,231,192,True,False,False,True,I8dMyIsiuz1W_6leqoQhNPfuXgMEWPDgR4g1LDWLlJevmkhqkDOx-tyh,10
GRANDMASTER,hMt9e2GO3FA_RxdtP52TohFzutypdMOPBoMcWHUMMyvzpBw,lolRuby,451,190,174,False,False,False,False,4pvjlb24IxLQzUiFTTe1tp_TSzQTSolYMYQRP8mQKs3gKQU,12
GRANDMASTER,8jy68_czixgBvB8i262mqWeZgdk1X_cN63cgTXbq2GdcxSFaLnewuUdiJg,하재이,227,166,125,False,False,True,False,hLpt9Gx3PNUacsLpLhcw8CLXXZmW_1HEVxsAlA2M3eiXm6zJzsNvu3Ql,8
GRANDMASTER,YJU1I1L5ikVJ5rD62JMptF04mkejBOjytlSxZHYTKRrL2g,JustLikeThatKR,574,332,307,False,False,True,False,QcInAXAhKDMsW8uL2ZYsQPtEmmyYCp-9gUggGIltuOmH,12
GRANDMASTER,ZKpIzIMouFjIzTi05tPyqkyLEKLIrSyQgPTlfR6xLNetNtE,jeoniksu ,460,379,372,True,False,False,False,EjMbZ3v81TTr3tVQSRThl8pRPvhjDI0NLklHGBxJfGckKQDRDW3shwFs,13
GRANDMASTER,4VrIPm09fKYrI54v80kP9dYH_opERVpE2GmsuyWVUn_nV8Q,탱 녹,337,291,264,False,False,False,True,568ruE1I3-sB8wGNUAVoAXkgtkIQoA9G1LCbugvocBwbQYo,2
GRANDMASTER,qYCTc0ET8GHkeNSlfvkDhSF7QM8tjgzllBoVynOcGnpIjRs,광명불꽃턱,569,276,244,False,False,False,True,HWf1aReSy8u0wNL5GN4Ch6c5aCYEKvUcXJEOu7ML9Dcnu5aPB6Nwowgr,8
GRANDMASTER,96iHpCTBhGVKpPFAS3gnVkeqeCpc9l8rGmfT9N4l1cl4A7U,Synthesizerr,654,424,396,False,False,True,False,VelDLO6FYB3y8PBl8tc2u9qsKWUIijaQmLs_XjbfbBVqlDLJSYAGAROt,12
GRANDMASTER,NFi2bo_r7adrBgrOnE6_NehQ455S5jVAKYDr1hJp8uA2QAob,잎새잎새잎새잎새,234,481,452,False,False,True,False,8D3BfjHxQ3pqyTpQqk9uHvJY70wFv944iPJU6zszBue_Xns_OySiIwta,10
GRANDMASTER,mBPmc1fg3aFcezM1QT10yOf3MFJCkp7HVDe_774lKxyj2Go,소민이랑살기위해,255,355,336,False,False,True,True,a2nB7CeemXKehsPYMKvTZLZwcP4HLFoQS-VdQxNqn3VwSzv_diIGpJdz,6
GRANDMASTER,LWvIoS0eWiniUuwtnSVPyz_j9MULC3YMtGX_rqRDeCSSqzvg,Bey0nd me,241,257,237,False,False,True,False,O9NeRWImouSNJCuJSCSIGTNpISZVyl0pZroW95g18odAQ7bmgioRrZxE,3
GRANDMASTER,1irVKFAV3Xtg0gI0Gzf1EwMOu3TO5ydA8zrDFX6KwbIzdHs,공병대틀니딱딱이,314,134,92,False,False,True,False,L6lnmoDtLHrYquFGLLzYKdsCKiK0ZWHiOhzOp9_ba0O33ek,3
GRANDMASTER,Bb2cN6u4pKfXuy2ysdGl2hB04ssE9JG-ua27BNInvEKuFA,뜨 뿌,268,123,105,False,False,True,True,7iJP5bRPgmsJC-F9CUaMMdUKnp7n74a_oK5JKVTBDgKy,5
GRANDMASTER,rtoaxTxbR7HoEncLS4u-0kdx8xoB27FChX82dpxjNG2IwUceFbYufPxMIQ,clearlove77,493,147,105,False,False,False,False,fwsDuS9lBnD5nLrFcIbwAa5IE3WBLDL-Swm0LOyPXUKaJA3M9-xhpWmc,8
GRANDMASTER,rwPYa757QDwqt2SL_Flty13yt9uFPl89doNSnFdqKUzxfyI,일병이시우,232,132,101,False,False,True,False,rbz3om1WGdzhbBPbkI0t4Otz-Vxc1FygUj8sYzfG_JP4GwOUEJ9gnaMH,7
GRANDMASTER,Ndktf_x_jXP5ty0hmpcfKBGyQJrlx5BWjyVpE0ftceVqwHk,읽씹맨,295,204,187,False,False,False,False,7anYSAl4AmSOz6jlCFPGstnvdAaEqGf4H6_XVvPQXCW_bRk,15
GRANDMASTER,UWQ2amkfzenFd4vZPfOseBgRv2wJ0to2k29z3IUqQSd-xQ,Calm niu,450,319,282,False,False,True,False,7Zebx5Z4ysxT8MRSuW1o81hEvAH4lW90gIO30DxXXwHZ,3
GRANDMASTER,g7iHnjXYOVS-bIxGbFIYcOIKy6voC2VXkE6a9y53BdxMU6s,새가슴남자,357,150,132,True,False,False,False,etX0anK2EtL4rc15tTUhYpWCfb6YRAVnKSbpcjMCYA4o6Io,9
GRANDMASTER,NY-j3xTSvrrOxwLapFiUa1KwXxdLCZNaMcvsNs-o8HHGg82h,EDGY Ab0uT,573,333,305,False,False,True,False,c9x4qV_Dim-AUbEcKrqBt12E_kF6aK6CFpatqqA4X0-ZRMoBsRK30HEq,7
GRANDMASTER,PopB6JhmS57ijvEcfWUrNolrStVqKZfTrKs-TnrAReNqfgF6DEDv7YYo_A,Lpc11,557,332,299,False,False,True,False,y-_hnQPcSpHU43iBkYErMawRIgQdBdUF5xEQtHIaTCExITBCoXZ1Vh-I,9
GRANDMASTER,9RVaYRCRVheDGbssMXinMa2tYg6RJ9xr7QIYxLE_hCClQw,난존강,245,274,238,False,False,True,False,z672UIK4gU0TZGS23UjAZ20jHa-aKE2vSWns-SV68Ov9,7
GRANDMASTER,jzQGOfZRnn30Y9e9ynk_Ln19HhJMBgFvTwzfXXOPmU84iV1KsiN1uzpV1Q,주작은애벌래,367,125,97,False,False,False,False,9lsPuOe5cIt8aq7d08Iy7LaYVvzySriYDON-L5Vp45Nj_g2Qwcw4Lxjw,9
GRANDMASTER,-Nverqt45fMwaXZvt9QM9AHu9SvuGfMi-7XkOMuBpliEuxA,테 디 스 틱,494,157,133,True,False,False,True,1pDxXY5KnSZFPQXjFE_Y55Msdt6eavLbVhBVliinlERf2Ak,1
GRANDMASTER,WC8FtlaZHVoFNc11TKNDcDtxVMcMMQ6y0w3MfmQJupf3B8g9,김병준수,252,123,108,False,False,True,False,89Li9Oezp2ECkbWnL9Im2Av0zBM_6Q6amewvRBfLVvsbvyMAnwuoCyXK,6
GRANDMASTER,GQ-98twdDYJQCzHPoUgv_Gu7fBicNB89hXL9iLDvBmaqJpw2Ss7P0SPzkg,멍청작은서,379,142,100,True,False,False,False,5-ROtULhhBWTAGn34g93yXJU6bveAg0IWr25h5U1jmUuFhpEIM1yN9dM,13
GRANDMASTER,BwaXht3l7YzDBVp1wdbc7jdPGju1Ldb_3L_EQAleQUpDq3s,Sz99,247,98,77,False,False,True,False,NQE_-Bvu7JNWQrYeiAwen0jtCS4vJZYxM2V32Xaz-5iIH7s,3
GRANDMASTER,-uJ9wi_pOqGtQ61Z5OrOVBrISfUgwwzo9wViWeHPYAsPMg,잠만보미,359,204,186,False,False,False,False,EU24_QJOCDSsMnqv3tBJtCguutVuBLnf7Me6ZcswvHmz,5
GRANDMASTER,-UHcqbDxNCLTGIHjpA5UZReXfZ7Kv9wPvv-S8iRz_qIrBoKzRGClMORyUw,여름 바람1,309,439,407,False,False,True,False,phe4sbqqKi7WDDpiPHhU6yp6ZIXNqFSP1xXzHfcSzzvRc5OVyv_NNB5x,4
GRANDMASTER,epuTiDA9iC_boAZmTmfMcgsV8sM428S0RStkKQ80GtozqSw,TESzhao740565123,512,515,468,True,False,False,False,8JnoXUhgX23e5rRpF0ZAcvA9Bg6Fv2ETfy9U3hyHmvP-_k8Cn4yI7e7A,7
GRANDMASTER,46Qwt6k5DwVnsavCo8tQJJeDqeOKQ0x2Fvn5FDTe1_R5FNnoO1JJTRAMwQ,기선 기선,315,111,83,False,False,True,False,g2N2-pqNYhv7TAGNK1Qoxd4ir_rYeXjK59m6jSIa5jXG-7ZZEpjaJOrA,5
GRANDMASTER,AOuvwGNwxjvbWz0QXrF7Sgag7tDMq1Hh9Vma-qDEW2GvGdkhsJfx3GkFcw,yuxuechongsheng,318,433,382,True,False,False,False,Qt9VTq2sTLOjxIdLHCnxDo-WLu3Hj3VdCcnJoikkkgq3QY3Ys9KZUOV-,8
GRANDMASTER,mM8_w0lkDbcIKchrewm6bHa6R8WqEb_On45W-Jc6Y296ZYNJOOQI9ZzwuA,haohaonuli,293,171,126,False,False,True,False,tgeMKR4kykZx19MiuKK8dJRoO600ASW92sbbtPRdMAhovAVNWrJg1DYN,2
GRANDMASTER,fOAtq9Ap8nbkTxW2-irzKRdiE3xFKP1lAq2NyN7wwmzsV5o,옥수수0,389,439,417,False,False,True,False,CIqhICaXbN73Kz1XrODJrxS9AViGF6J4Tr8c9DOq7YohViM,6
GRANDMASTER,wNunyB8wcomMEzm8a0XUXEmWBAEjrQcaIGqpJuYTiHjd_mX5,ephemearl,333,97,76,False,False,False,False,KrHAybtOvwQditEqKKkLnyO5D5TrOYhTn8ZaWGBpvBHdllScC26Vxzwb,11
GRANDMASTER,OngE3JqDnbtcDYp7Vxo0Fa7NEEVjPsz9UhD2MmD1abXfGQ,복슬복슬겨드랑이,416,191,162,False,False,False,False,lE6c0TzaLv663mzQBuuasADKsyws86eqwXHxFF-UBU5w,5
GRANDMASTER,mf1QsBhSReisAZ47J3IQvGKi5I2vaQVTQVUj0pTzcQBWjcU,Tia Ray,247,226,198,False,False,True,True,uSpX_LYpUaCZ-8IEqL4cNy5uTLxAG7Jpg29mcEt5iQPKiTU,4
GRANDMASTER,pJytMYHStrsrNgRkDkpybWIsKwBfSFWIJvAXIseUxZV7ukY,Behindthetruth,238,258,235,False,False,True,False,Ei2dNKV6GZXXzTzQ8j0pIL4-FCy8HVrx3TuB4xT5HlDEdntm2eUSRU0r,9
GRANDMASTER,1tGvoU_R9hGRcMTMuAMtwRsAXKsVeQytXqF6dtQ5r6eeCDLD1SALsYIuOg,ni tian ,476,223,186,True,False,False,False,vokUM1UXjajILwVPjpKRNZSiZJcuPqKiwooMB-BDmNpba44_fH4DYOiD,10
GRANDMASTER,aZpIYkhYjB_QAH_9cE58JGxZDJ041vbnNbjUu6qyBpXxNaw,부리부리웰시코기,257,156,134,False,False,False,False,_o70iZYEYbTjUA8HmlWbpdXloWl2jCrQh-GfLpG3c1MFPPQ,7
GRANDMASTER,6cyNUHA2z_wKkVdNkPv7jtdcJO4Gx7TL6Zh8uiQ1Kc1gTMF4,갱값하는미드,242,428,407,False,False,True,False,h0nPqcCmJTqV-KdOn7xPwAUlDawi5wSPYjsOb3VuMJXCdnyLg89gmj47,11
GRANDMASTER,xuXIYKiPLCQb7ge9ZVfl6mjdk_3AJ1a4bLhytQnJvxq6K60,애들아시끄러워,354,435,421,True,False,False,False,Wa8nP6wcFRAZU1vo32hDVKLNDg1_KJcqtGKdami1o-AypBTR5LAc-VuM,7
GRANDMASTER,3ytnQsgb1brOemK_u8aQjitZ5TE9acxhy-d5Bfv25MJ-eLdg,카사돌,557,442,414,False,False,True,False,XdQYX_3p0G1SBr6yFyTZiQN4GE8ag60F2Mut5A75Q_21KhnUTQJtqjEj,3
GRANDMASTER,olYGODDh_9dyllB115Htf2yQYDJNACN4f7kv-x2aVS6Y4ZU,J III MP3 Player,347,365,340,True,False,False,False,anpxIm-mpHaB78Lnard8X8TYjD-A9RByfTaR1c0tjW-z7ZNG5fy3fglX,9
GRANDMASTER,Odvv4RqUJ10tU5YRtvPuI0Q3ELW5wWMiA_XrR9x7GIGrxsc,이도류,364,189,181,False,False,True,False,BjCfF6cUAxJIkjgTahY-57R5CqQc2yrV4nt18li6hreyjI8,10
GRANDMASTER,aiJQDyAteMBeJ-rQvGt4ScnAL_D09lnPurPmowFxlu6rNo0,3데스이하로하기,188,145,134,False,False,True,False,8dcl40BIrmhLn4wtXVuMY1XpbJWxnKx2b6b7_p8MFVGfFG4,6
GRANDMASTER,HT2pfzt2Xqrj_BdxDclEWFEhShPq2D4esFFxI7-MI0i9ADgQ,BRO Sosin,336,335,328,False,False,True,False,4qRMyqOFiMkOTcKv-oeWyYu04OsMo2EbE35mLBFD2DdlNPU8Q9ffA8B7,11
GRANDMASTER,jE5sEeb5wpAck4CUWh59GZrdcryCCiOf5wJguG9k4T4ydjm5IJ3v_Q-fPA,98krwhf,359,104,68,False,False,False,False,vcYyAiSFbGWCKWGOfj3aLNf7c6OXX28KaYvT7br9kNXz4889-aMZzPKt,11
GRANDMASTER,RjFukgTawpBXSUbepf0rAIJ1ruxY4BnhU8RUOaRDRAKbtoQ,A2SAP,349,387,371,False,False,True,False,rbYYiGYBOtWOezwz6XPENk7ygFqIVlBEONM-33dYcjYOdwjC77fP1ZgI,9
GRANDMASTER,PeVayx5ZuFKqf7E_BfMuzBP5XNJhqXCMaMSI9iyPH5ONUikxq1VFcmmVQQ,aklsmdklzmxcl,401,116,71,False,False,True,False,gWubzEQJzTWpaRayHBj4qav8aa1GiBb6Sc5zKgZTU-ODThMc8Vc6mxNE,6
GRANDMASTER,KNoMd47pkeLYjE7Op12BI2DM8CEXgX_vJBaaPnotMjQ3jw,Azhy,462,166,139,False,False,False,False,0TZKUbjOGVHjiqhH-8F-P4WFDnNdzEvGwDyzGdjrujFI,7
GRANDMASTER,mktJsnkn-c6NPayBX5bSekgI5eAUC73TbzurpeqkeBT1p8eCyfKHDvw0Fw,DuDu11,427,243,204,True,False,False,False,JPZWjMyETeM9v6MEwiOMWp_zqXexl7-pitbxqQRdreCwdXcGqXob8UH9,9
GRANDMASTER,KusxqnzqHuP2rniGIGK45di2CVhq4XMD3nzb5QSyy42sb2Y,yue123,624,434,386,True,False,False,True,5l-GBiMU2Ue5DmXyscIuvIhUQBoMGDBw-rYwcfK2LtIqtvkCJEv9Lr8F,7
GRANDMASTER,cdxxF8Hm5gh5xLgSW3S1OyBc_fnmlAGfFB8EtL3ak9jEdu4,교잘도,594,130,102,False,False,True,False,k1wa7WmnPSAzXVq9oeHJ7REoXauQxioSydVFnVdiEul3YTS6rapEtFot,9
GRANDMASTER,Be1a-yXMYE6AwZ74s0wWWdPRtXBLaWka4Cp8Fj-7myn-neU,ANG TV,350,448,426,False,False,False,True,0yxUZjnxWvJL3z5Tkc4sPw3QpgCf0RjmzqcnTFP2P2bImP0,5
GRANDMASTER,ulzs1lt-AiZT1MhljUwp9OLmCc-uBBfQPOJyhwM9fnfO3pY,짜진오아,583,210,179,False,False,False,True,6ejZRw_gJZz-xdFRnVzKXRAM73F7J5wLPz_eUPbIl4_gdZd4Q_UKiSCy,10
GRANDMASTER,zNVLK6UCsf7ztHS9LFQGV0LEmWuWCigu1YOfqApBobr0ja7TdrjYHQgGmw,여 길 떠 나z,276,157,137,True,False,False,False,ZYxhZYjSyUOfxAkRxUzWBVUD5aXA1vfRyWF-iRL5U_007JHi12gXQ2dg,11
GRANDMASTER,Q3FadH9bwDn1-1CZ_WvLBkmIKQxV6kaOMNhQSOrQQ0cXVyuxHWiuy0ieoQ,Gen G Resilience,375,431,370,False,False,False,False,om8HhOEbNQzxp4_OJ9nDSVUIuOai6zGynlTvKmkdAzh97ERmSagWENb2,11
GRANDMASTER,ysHTlZPQ6lJJ_6JTcC7hid4cmm1gRTdFobkXuxgqf-Jqg3k,최강인 등장,174,403,393,False,False,True,False,fa6psIKadVNR2x099t7p7wA0BPryBUT_VqFvhGc6keVpANMqCJ7j862M,10
GRANDMASTER,ESnYztlSvfc3HaMTTMMsdQsZVMgJQXPKqFo8qFNS61Uc648DhpOt88gWtA,매일 보고싶어 널,343,79,52,False,False,False,False,yD7pt_aEMvkw64F4AUOScprjROV762Ks3Z7-PKccGx-NL3r8oQ45qbvx,13
GRANDMASTER,laIcjK5PJN2yu00Ar28zdd3m6oBQxQH2pTPAD0jCNpglY3c,Liiv TolanD,340,389,368,True,False,False,False,F0d0JvH9lLDB94-tuf76knWigdK85trIBrHnZpgdCvor4Jk,13
GRANDMASTER,f4_TiOBeKYwytIJ24lI3pmVBqCzQpSduz1osMnIohJ1BH-g,AF Valkyrie,356,70,55,False,False,False,False,ULhPXZOkUEjsXKy7163-mOtRLmxlqSAeqqEpYwKLpGGt9WjnbGIg-j9g,10
GRANDMASTER,V5glaVzoYxqY8O7Ul_ovYscxfIbcvwZog0IhabUbhX4QiA,바텀갱일타강사,276,134,105,False,False,False,True,Y9nFOca7-03epClBizT5c7sDTs5HFm09ga5P_sljZxpP,6
GRANDMASTER,WngihKzx4-mi_10AlsPkx5zHiRQK8WD7iZaGDjNdl45WaDQ,장수열,505,216,186,False,False,True,False,oGMYxwIt-7tw29FwyA2W5N5qIP82Dlty7qa_kAo6nxr7Gvpwd3kLDEIZ,4
GRANDMASTER,GU2cy1piSCFD6BYY6RJfn_vmHnT9dgLeTFpMQgAa0ChJJQ,퇴물쓰레기서포터,292,263,242,False,False,True,False,uFz-NaEAgYuCO6qmZZBSaJ4pVnJ4K_amTZba6Ak1I8_B,2
GRANDMASTER,CtIqdtir7qZIorKXsVNPmrny_KRcGKZErDqN6CyCVuPac80,카라멜마끼아또3,371,207,187,False,False,True,False,uvUgFZK97aSkxFF8DF-VXkzl0g70v-HW9vY-aWsXYfk3WLsZpjEqUNGi,8
GRANDMASTER,jSoKa1XMINyWnD1bi0IjrijVAjmIAfbBUgubrgXtQx6yh5g,크으리,255,384,345,False,False,True,True,XGis7oojkIb1qvrPch9sJoJfCNu9HsG695o6JSCHzrdCyb8,6
GRANDMASTER,6tnDkT8y0huqzN9Y-MweamJrqsyH4rukl3iYr46bhxNWt04,돈많이벌거야,448,111,77,False,False,False,False,LNnk7FPKi2YJV6CGHoY8hpxuGpzrvnJgnpO1hGJPJPL9_Pk,5
GRANDMASTER,Vqsgw2h5ik3v6IjRrSI1vBVaFJbm6UMg7Y7UtDV8lWxWE9Y,원딜아로밍감버텨,254,294,261,False,False,False,False,I_O61lIvg1XlfsHMHBEonWozkd9lK4CZ7zYi7mx54rGRN8c,3
GRANDMASTER,ZBHHJWV3xovpeR0q0woMcOc9D3r0pH7j4gMzEAWD3rbD2p4,무적의가로등,410,258,207,False,False,True,False,BvLJqPnFmGTKtjqUmfqEoawXzrS_MtuzrL2CHu_FyAZ2iJw,8
GRANDMASTER,AcgjMrEPGH4MBs2IutFcm6idIARi6_nqtIO2frfHXZwAiFYQvTW8gsmO4Q,Kim Darius,247,227,184,True,False,False,True,mo9Fy1tUNwIf9TAeCqBpsOJ3-s-U5X-h-9xKVj9haChlIAkzoL5NyBy9,2
GRANDMASTER,rtd0dVnpJ7cG4m9Benha9M04-4g3x9LEpdD7M2jxd6XFNlkeSrjsrdqycA,shdudwls,369,202,157,False,False,False,False,HUoKbXW5DqCKKD8b9R-_JYourOT856nZeEZ7eif69goLgbrFejmD9kPf,4
GRANDMASTER,8s1T2deFPlP6sROJH4epQbuJmzTgkisu8xAMr3vR-r4Bt2KKfKcQAM0ASQ,zhimibuwu,300,116,81,False,False,True,False,5qhu3WzBwjW1ZeJHE56lWhE5NmKgumVHUPyomacL-0oQZ8jWKzWrZiUj,4
GRANDMASTER,LHIkqWoIoeY4JNdyuMUavAcEGjTRETv_STqWMygS0FI9yw,원딜은미래다,407,382,322,False,False,True,False,yl4Gw4VwAfpxGf0ctHo_KXLGhG9f6WQdWwPQ_GvRY6fa,15
GRANDMASTER,rM-PP5-kDnrHBVS0OZ8iWfvJsZpPCR11RXhoDHl4Yjtg6w,자북이,251,305,276,False,False,True,False,vsr2vUKSVVYQJdqn6A4U9ji0vxYHhkoJsVpMLVXnjCMG,5
GRANDMASTER,pWdVQeg7O3xqMH6tF11MYyqaS5I-JmlEP7nlPxsAJ3nhPuI,세상은 날 싫어해,324,123,95,True,False,False,False,esQqBSobT-f6yqs6Z95GywnvqS7hUCrTlBz0pj3iKmAo84_iw2e4bcUz,11
GRANDMASTER,P3r5NzVCbskLKBvgUJiGWGe3QILeWgVfs0mdIoqKQy5Kbbc,UDT김EGG,260,68,42,False,False,False,False,noTj_8-Sns0pvaoPjad1buTC0fTfuN8y9lSNOpWSEHXG8sY,9
GRANDMASTER,sBn9ZNBVS-rstDdcPKe77kCL_xwNxCLlfo8w-5i2zT6aStM,천 꽃,305,438,407,False,False,True,True,UJR0wvBvrpmXyKJf3VrOBSTmTRTuKt72xDfy4ecryYtp2J0,2
GRANDMASTER,yO3KuSaHmPrHe7UfH1mSMAfg5GA8WZf_3stNCzeznod7EUKLJOaUVjgwSA,xia xiao yu,211,440,408,False,False,True,False,YcgVienY_yc0F0OsBb1iydRFFesM3L4_Xky3bLc9zHsPCREP4Af2ORYI,6
GRANDMASTER,1KCItreJUK9iLRIfTkxUEm4teyi9iYrvXpgxURfVbkKrwPiB3RDPh0JlXA,김치왕김치왕,339,189,145,False,False,True,False,NOQtKfiyjmd5z2W5BRU9RiSdiGMcfqy5porCGMAU5aePXmpIKYTEXYTJ,6
GRANDMASTER,pOwZa-oGwZvuug1D_jPLsuoe3796Oqfa4_va_O1-LQWNB3U,TSYEH,307,469,459,True,False,False,False,N9RMcZXevPi7U8YFp6mgz2m_tkO1gREG9GUfeECP3BInIe4,10
GRANDMASTER,pqNSlFNWNrm5DUxnibnyFbKDxeAhELb_L9pWBcgGZHPiJsM6B1HkihI4rg,Gengarnold,367,92,64,False,False,False,False,nx1kP54itJea5535tMjnIcHXMqoZdvilGHfo6B9eqXr2ASwgn0R4rGld,9
GRANDMASTER,mFymXniSIw5G-WJqRNN5zx0Npzby5ZfbRxlkqVmaA133e34j4AHaN1rLBw,시간이 이상해요,431,118,93,False,False,False,False,qQkbL6H5Z2gFOTo3jiUv5pkJ9YD1WbQq5IJDOsiM6LkEoh_Ii-B0Cymq,4
GRANDMASTER,B2Svkh6e4O-9BLbLoPlzwUUIcvCPE2bHgIKFnePkzsXgRbg,블루리쉬잘해요,242,381,363,False,False,False,False,YnvGPmqBiZIXTz_2nmiCYlp6wYX1TG2bObF7JMqNzn8HGAJk7QjMqHJV,11
GRANDMASTER,avXiEiy0y4IkLtwyOub4tg9_URqHH9Bbl2nZzQ3XF8dEQLM,jiajun jg,498,404,347,True,False,False,True,ecZubaMsstGSpFRSsPYCyrAL1jByeb96exI800W0oyi-FRE02TY49K8G,8
GRANDMASTER,gNbsShap5ygCt73jU9EvFhNnmQISb_H4LK7iqDFhEe-t0v4,싸울맘없어요,243,407,393,False,False,True,True,EWa0ofOOv0y9xKnMQm9RIbkOJaamu8Il8Ob0it9g81Q6-4YzkXwRtPNA,6
GRANDMASTER,MyAWY2m9UR-xN2S4MeFgWPaYyFUaaulYosQVIs41JCvnjuM,Schaden,322,161,133,False,False,False,True,76g4cFvYUToz_L24FmAAnBSy8z69RghUvUMicXDPwttXm_0,5
