tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,nChamps
GRANDMASTER,pc8K0fpKG2tti2_Zw7X6nxd1vBFWULAnVN_qdGt61kqL3Ope,하암박,542,66,38,False,False,True,False,gMJilRO2NaqvHqRJ6m8A1Mh24kx1HuU9FESJSHr1h4J4-nBaoaVT0T04,5
GRANDMASTER,9b2h2_odusbiTGTaA3vtRJI37yXlmjq5TD7lvggOWaFmvh5P,rocky2,292,178,161,False,False,False,False,832k0NCH4Wve1SIWLylgPcP_CtW5IhJuEIu64_qf9T8tfMadmHsmUHcu,7
GRANDMASTER,5ABi_c6weZWU1_tPbClVPSFAXMcuitbqQouwetSzOxY5cWI,잔말말고 파이팅,308,81,55,False,False,True,True,Fw3oKtI-EosQWHGJ5FV0FVQUNKXpVeRMLcGKqLsau2sxYi7HsKxZDQCo,9
GRANDMASTER,om3mW9lB85_i_rUzFy_1qO6QD1Y-VqcweXDQIAjTrSPDZz0,바텀안보면던짐,178,367,351,False,False,True,False,-q_rPpKFATSTfa3r23Er7DHjDQXF_xPP9oJrj1z8pL0rRhs,9
GRANDMASTER,h_PAdNBQBHx76eK18saY6nsIzEUJ3fKCIptPV9cNKH7YQ10,Shoo 1n,226,230,195,False,False,False,False,1IGhpJoGabpsLX9kBLnCuiajqyPZkDZiGgzY_wpPKH7jXt8,8
GRANDMASTER,zpyN27E2eCuKOs-0vZvrH0kphkKBjQ2GkSXNpoEYqw6BFw,Afreeca Spirit,636,309,283,False,False,False,False,6eeotuNC3_GfsZHktT8MIVMQYR5qu1fsAzvaji2VN3cz,8
GRANDMASTER,Wv5iNxvuWe0v0m0ni7fOSfyyWJrvXRAo-tLsfaRVlZd_3OOt,기다려라 김찬희,456,328,293,False,False,False,False,XToL23XP-ZVkFNgCm5qrN6Az3IUfkn-b_DdByuPiprOPaqQWx-ZE7RFy,3
GRANDMASTER,47uUdI2JGQmEMH1E0RY-VAeyCRkVdmkr_god6kO2UxZt0M4,가벼운 바람,497,363,334,False,False,False,False,G23nr1xiN4KyFfSKQgQkGYlWYgrV5iqfshm-QW-57qoE4S1h8deqYjtM,8
GRANDMASTER,pTiNEVKTPlniWNpoqeqLbTpAs543WuJrX1cfms_hRVt_hks,UMA Chupacabra,322,285,261,True,False,False,False,6KEFhBL7bsnLmwQcWd4YW4kyCMvbgSO5NPKniP9_a4fC1TzSIcF6eMqz,8
GRANDMASTER,vGO8GLxG3KNAArp7qsf4FUfhOLxvh38MQVpJhqnoyhbWJbng5O1LIJhpCA,mobanche,339,315,275,False,False,True,False,KX8J_Y-mUIzZKGsQaR3xQVf6eu7q4IJ98EWO622t77iz9Mzrrwcb5WiL,8
GRANDMASTER,pTNYKuw9euK7MlBgpzKbd_RBM3ragZf2blH--DxW79bV1JU,The Marchen,249,391,375,False,False,True,False,j2jzVma2c8cG7slAqq-d4o1W4YZaUmSwkkZXurwzgCSM,10
GRANDMASTER,U7Hb1OeeNrfZij62a1OOfgyrqK0hFdeOQZs4x15kRXJdHrE,Liiv gyuvee,551,259,233,False,False,False,False,RlNyNZnBAoN3jcTlJcWF-WaWEYgZhbSDHIalwdsMgkSAshU,11
GRANDMASTER,EGp_GRzVMUKas_BtL8kVAZWqyXx6EJpcEhK-gifRg8TgYxA,CUTE유녕S2S2,325,102,69,False,False,False,False,dHQnoDHFnSub8lKS0wJ_yR5KF0r6H1dCGCjmpV2ciWVzLeA,5
GRANDMASTER,DDh3GIG4e59gexPqNCsmZkui2NwIQNwGtp_jg4aMJ35d9g,DamGi,318,131,111,False,False,False,False,53mpU3c31zqU-RYc7Ki5aG5BR9p9Tx4aoAaPRImcpRNC,4
GRANDMASTER,rw3i4e1peL2gPQQteRJsHeZWwhrpUPv1KXyWBq-UwVCjOnA,농심 DnDn,596,458,428,False,False,True,False,FX6CaBVq_COT3iVVSeFMctguU3KLXuiKZl_xlKJAm2fgVdE,11
GRANDMASTER,wJc-Q8KpFAFvPGIGjFVL8f9udaYJ-QPgxsRmCC23rfRJjw4,연 매듭달 열이레,532,324,302,False,False,True,False,w6-dIvhujzC2yTPt-1Kn88Qs4UTOdF_jB31QxuU3QaydK_U,9
GRANDMASTER,AIn1JtsRbDAwwI5zgMhVZz7eYiSZaECgJgBq3QaH--8cdvw,나한테만,333,324,304,False,False,True,False,8I8ZDydoaZNRAYCRYj2ixp1HFVik_Pbt7exQAXYguzx_Pfw,5
GRANDMASTER,d0PgzXwtrYkIlZPBG39Ic-ue4Y-lIoawkYlpPUy4f5nqYL31rbbNTLXdMw,This game canwin,273,106,62,False,False,True,False,DvexhpSKj9VIbFAqqOXdUEcf3Eyaj54_qkCgJwYuXriU93kLsHpyNQum,6
GRANDMASTER,YGkjJ0iwBURTLc6tZ2MSIdPeKpIhIwqEz0K00mPEcsiKInk,대구농민박근용,482,151,129,False,False,True,False,SIlyAjOVNPeUp9e_ZfIC5y25v1myjv1sg5crO2pYnVvD_16LOlNKf4cQ,10
GRANDMASTER,5htmPEmmBbcdD84IjeDPSNpWCZz74RWl7LCG464HhebMaMY,으하영0,318,70,52,False,False,False,False,O3NnLiI32X4N2fqHro8pCCX4qk4FftNjVoJXdz90QivDiGsMmVb8XSYq,8
GRANDMASTER,avUCgP-yjNImn8LjAbScqQv3m4RygBmjyiKxbO-HJJ0Gmqk,BRO Roca,214,714,708,False,False,True,False,0kuQ1kO6BA-4yGPD5kbj2mDkLw46gvusQs55DnuCUaqKo4U,6
GRANDMASTER,ruwIPqmK3Qb5aMax6RB97Qm_m0Jindfe-VaZd7wmxcMSCKvjsYi5juPp1g,QvvvwvvvQ,425,298,249,False,False,False,False,CwhebTMwiYDLS4NqEXaog4mfu2zzPl_bebL4nwZ8HR1lxkEjwvthCZak,8
GRANDMASTER,eo9knrbp6SyZ4pQOf8Zz7o0mLQhrHJIWSe7rO70DELpaXf8,IIrrooGG,351,133,107,False,False,False,False,VT3doFDouXRnsdUzZYent_zYCwt12hibBNjRlpsRNNimoDY,10
GRANDMASTER,qNcE3dZBhI-vBp-WkqTkWews7IVsbUxtKgS5-nF2rKq_eaM,La Casa de PapeI,426,510,494,True,False,False,False,aTmnJmq_Iy8zoX_JZecoZXSrogptOthPuvCdycm_7EKgNPI,5
GRANDMASTER,z87D2NG0t-VZGqKoFo2RG3jLI6b402ZfrFOaRB0Lk3X64hM,Jamile santos,247,277,242,False,False,True,False,8tWv2RaWYuKwyUs0Aq0pr5XCet6B3jA3RTSoXy6F8yjL50Q,1
GRANDMASTER,GMbc-Mo5eW1JCL-pGqwUPyi6IYtH_NgCnNi1FuWPCysGjQQ,둥이 그림자,257,181,156,False,False,True,True,wAM8ySKAYODd222ip_2zFyiWIF9SoPhj5F93VYDEqaqNtd9SyHsK3QSn,8
GRANDMASTER,b_KEXtjwuUDkBPDlzxCf2N0si0JkosrT8NXGuZOinRdBBhoyaS9gKqAJoA,나도꿈이있었다,265,94,66,False,False,False,False,cKz9xnFnuoSz6TdPJWT-Tbaj7j2n6Eq5-m-pInqRLLpoOI-SKf_nx-NR,12
GRANDMASTER,YTl3UyU3XYJ9W_JjQvBVhMgHYCAka7KZAqMbNrYX3r5SfQ,Naehyun,526,160,142,False,False,False,True,KlE02tOcqKD-21t9jRf3YzoMXKeqnEJHp1x_z-wWN0we,13
GRANDMASTER,2DQwGi1DVIs_3tQSL3SHxPW738_QFgxHFcRZOfIkeK0XWTg,Whisk,268,188,168,False,False,True,False,R3bHFKt_BhpEFrDZmxuj4leB3vuX-YqeQgUXQYIMCKGvTIY,3
GRANDMASTER,Lo_oxAwXgDhet7izcJCRHzp1xvQirT-lYX5las1X6hfebd4,꾸락지,328,265,244,False,False,False,True,VoVFLM-rzh7LUrSy8jazJ0P99mdzZfARxxw3QUO5qkz3EpurSV0s4BUt,3
GRANDMASTER,48HjqOM7Aszt9VZyokGEoPdYubL5VgGGr0CCK0hFlb_Z21g,bu zai tao bi,268,369,324,False,False,True,False,msnBVuHjm30mJnEJVIglwztWmTaRMB7P5CNCSYYSAezKCIyCzW8eT28l,7
GRANDMASTER,BagAhibBIFBGFEg5zsvPmPBO-1A_cJBMwKTZT91cINYvYgE,Aqua19,303,303,289,False,False,True,False,E4xCgcTq47CEaU1HEVu7JZqs-C8Uh9W0KcsU-6BcfX634AA,7
GRANDMASTER,iA_6XwJs4SraZ2B2LqaXLs-ztK1rnXJ9ORWHTJm5lle_ozw,Medication,353,337,307,True,False,False,False,-37KMKhChSwNpRWVg7_uEKubeObnadBHx4Z4fVDCzISVjvs,10
GRANDMASTER,T2wtGHiPOFEyMENoZ2tRQXdoMRclPx0pt9wz0ep-fIeU1lw,7aNa,258,544,515,True,False,False,False,OJHzQag7Aq2uEY8E6fKvFh-buaSbpKaAyHm5bYoma6Mah9Q,10
GRANDMASTER,zl2gzUjnAOt0EnQ0CrniZU9kYxzuGtBerYF6TfT0yzTEegU,응애형탑솔러,399,426,401,False,False,False,False,bZFIUnZ8SGkT9A4i2EcI_d00FRHxFTv_iyOWdkYBZayBe7nHudzw2YxL,8
GRANDMASTER,WxTXz37yzLpOuBzdGurT69xP75UW0FI7eH5cc-0fKWVmRA,2게임1분석,303,340,317,False,False,False,False,sPTJRsqeciyodNCt9Zk0xz07sZhUnT-MXg1l6W7gS_f0,2
GRANDMASTER,8gttVg5aqumfEB3tZNisVmnbsW8EoEw73JrqVRWuLdVfp8I,뚱딕이,251,255,209,False,False,False,False,31h-A1ciZrXp2Jg6YhgqL0Qvz-L6bOT3FIjBNO_YWe2z,4
GRANDMASTER,0iugPI4-BvIUUk1t-bzyMEglCkhwXUFP9w-b08CW_c2Rw_di-aEF1dAOkA,Xiaoyueshen,278,98,59,False,False,False,False,_ZDA4fJGiJ0Y1kRWgELz4uk-AlS-dEn_ZMYaKLMbMa42qG0CW7xEUChz,2
GRANDMASTER,JarawAg7j8S3_vVJ-h3Ck2V6B0LF5LuAcam-GhW_r0r7ysb430wXMX_E4A,qqqeeerrr,460,127,95,True,False,False,False,exLJ-pEcjT2mNFGy3k300OLaliJ0qdvPurnBJiD5oQJb1iTa-TFG8YiK,7
GRANDMASTER,grM5-yUyOKLGHp5lcCEubjzuP0ijLhQce7XesUeCnUDcg74,qoalzm,266,148,125,False,False,True,False,nF650DBfPAmRrOBsuWqdLydgy3pz1L07PG6Oz2UZf59Lnq2N__yOJoyw,6
GRANDMASTER,kqhe9s9M8FrLU0HPemYU8hIkq_uPbQTmKgGSBWto27eTVZOX,감자튀김먹기,276,77,52,False,False,False,False,TedrVoYGOSdy8zXaxsX_Joy-w45u6U4OB5FOoGTWrcERgCS-vjHEYnmG,7
GRANDMASTER,eCY0AC5ajhRYayF7etJhzwY3jxcc5fm3KucLJkvLTjPB_2dZKd_yUX3GBQ,eiorrrr,299,166,129,False,False,True,False,kZkJ0JGlDF2zL0UQa0DbHsDLpZ0fTCbabl08nnwb3Crrysk6LLjyYd9s,7
GRANDMASTER,VFxp2LP63wfgLGZ60buWqaTtPoVGpqIbyplF6TEhdGQg8aWQWXEEDQDi_A,kashjndadk,266,464,427,False,False,True,True,5KGeWWANK5q1dGpCdQNWWAZSwug5ydoaEpixOeWyEessjm45ix9KaGpa,10
GRANDMASTER,w2-v61ZW2-bwz89yKiOKg5wZEQqTV4LaY8DAto4fYPLH9y4,제압자,454,88,60,False,False,False,False,94eABBKOYO7u9MF6gNyM2shcpsXs5E1N_wHZgCKFcN1LFgY,9
GRANDMASTER,B0dRzY2_dqP7SirI_81GUQv9oyLtOxNLma_yWzZ9UNVM0E8,BRO LukaLux,563,156,126,False,False,False,True,l4uCdy-JEJ6fb_38t0yXbf0-iSK6toCOpt-BZ7dZ7VHZr99NZKJutZnY,6
GRANDMASTER,zTTRyNm0-0F1hJgaS94lVtsHMLZTAp-nk5NBMfE9fFrpAXkIpkt6JGK0AA,haoyunbaobel,555,332,262,False,False,True,False,9lI9Exh3Y8fYGP2_hiBW2-VQOGFe79RAZgYr0B9RpJHaJDl42y6KAyDz,13
GRANDMASTER,uDni81FIq6nfQkIgTKGSh8zBXY_HNEpm5vidvmVojuuxkrM,AF BuLLDoG,493,339,301,False,False,True,False,Ub5NQ06KpFW9LgywS8NgiDeEVi3Iya6qSgMLkUucHPMEF8-fpONuZef0,7
GRANDMASTER,EoNd1qJknLZAMe4bdqNG8ZcRkcRUr_-IA59u4DUVxU1-Etg,제주대옥효,636,219,179,False,False,True,False,nVW_oEH2OZ_QaKVCPQsplmTDKvZObnarov8eeaEFgi44Zkc53lBgY2WC,10
GRANDMASTER,9wkOIcmZ3aXkVg7fFosPkHA-TPKK2RrBZXGDidPZiAyebxY,죽림초,336,385,357,False,False,True,False,IQE2q_1uG-8c4OU7SXiOOr17jVtzk4v00KwkGwGYm9xOVK8,11
GRANDMASTER,yxHs_4v1kixsTA8vPuvtNPXGV8Fs8Vzv_bogjp_zA3oTvw0,재훈Tv,556,153,129,False,False,False,False,R_TEIUbI2jXXJwym-vJ4mqf91hZsaEgpcZ4Q2EQK6Tn-BDo,8
GRANDMASTER,yYhLcIe5Lq7ATfrSMN1JhICb_PXFiMBR6oMU9_gt7rcuMwauy1HnZO0bUg,SSBBssbb,316,227,198,False,False,True,False,WZKzxgckNj56_IrMAKgnXXh8hoMOJxdpOzTsp--LydquCgp58tZGOFyM,12
GRANDMASTER,OUMObC0bgsvhlRYaRyLOEaxGh4N7TE5p2t-1FEArtWZbpWk,돌아온 엉덩국곰,243,49,38,False,False,True,False,DygBmMVUJCpiJC1lHDye5MsHjsZcEloMYu3-iE-ZcMvnqzAomzQ3OHD-,2
GRANDMASTER,XQd_8f9MF8QD1qjDZ0BnVfhvtPYW5uNaxiEdYRiQMwRp1ig,douyuTV47821,516,274,209,False,False,False,True,M4Xo7W-vNw2_6QGm55o9DBemc7Z0SGlyhuqGve0gZnIqahc,5
GRANDMASTER,G4fRfd2i__YvybLHJRT93-KvfyHBTZ0thr8StEPTOOUvsm1GByR6OkQHgg,What U Payin 4,299,179,142,True,False,False,True,2QY3aJUZ8hl49MXDElG0ux0_6UxOIO4M0bGdQc-DWFQ1YjLTWgoKp2Uw,5
GRANDMASTER,ecZTi-2HRisnNUifTgTPDkxfpEqVQ3En54uMPY4xjFSmC4s,xintai bang bang,586,416,395,False,False,True,True,0DbsnTPtAmTALw5saAP2tXdRNnLSiHbUNN1klmfO0-9ETKQC-iesGELr,10
GRANDMASTER,zqeBQKi_5pGgUqmfyVAOQx2MfKzrTPp_qwQ3VZFStdPl3FU,Iuckgame9,461,305,266,True,False,False,False,hYaDG5GYWwKMcHd3pwbWPmaUK1WWgAhk54ilZEkK4fDF76p15wvbhA7P,6
GRANDMASTER,XkqA2-onfK-RPm4x9tffMxAXn9ifkGeNgzO1JwCBtltU_f4,Shadow snail,416,230,205,True,False,False,True,9jHLqc1ZApElEAY7sSwgK2yDdZbb1DgPPARR4XMUCe46cbEf6k0SJlkW,10
GRANDMASTER,qPgtluVPUe7HsHkhZX-92Y8FAsCYNdbe2kRXlPNydSBe7Uk,no top,340,69,56,False,False,False,True,Ui4_d4PMWgvD8avH-Sw-P3AWQ04kpMxKt4ahgf7Yeg23oi4,7
GRANDMASTER,F1HgPUW5NUylHBEqkNZ0K3cKFcUPfDUFXYtpqtRNIeVMNl2Y2JKX4q5YLA,zika1,400,224,185,True,False,False,False,v9-AwYGx-_rUZ0lumfuFNFqwTD0h8ai07F1OW9T2H8EmpK2unOiXKO1e,13
GRANDMASTER,tjdnGin2E8ALtyt0LQjMM93BYlQO89jJU4fvE2oYkx_o5fM1,평범한 숟가락,427,556,529,True,False,False,False,D5cQ2B3c1u8MKy_B0hvanmd7P9Lu5o5NHbyaYsS8fQVmEjYtP0rWY_L2,8
GRANDMASTER,rrTh2by_EhQs8X9HhQCTr00mNCSePA64CtL-7gBCqPXG7bQ,TwitchTV 미궁,206,295,286,False,False,False,False,Vn9EZ2MuYHoxSOwD7ZrbVxBYqFK15LA0maihhIBAe6rG0rNde9ngY4FM,4
GRANDMASTER,KedSgKHtCSkNXcE2KuDfjgUTHe_qY6lXayLPuHPLRKroig,HUYATV XiJinping,321,212,183,False,False,False,False,K31hTEiAO1zwpPjvz1uYhpx6OwPMyCfjuTJfuKw08WhF,6
GRANDMASTER,HR4bNLAAwbW-hoefhxd36zRYWGItBVD-RzcjdG6LE6D3zj6iVojvaShINA,jkjkz,529,234,162,False,False,False,False,xvFaBqaQgpZZ8edsE2y71iemO6LkshL6eettjkOBI2jplcTcyY4E0KKZ,9
GRANDMASTER,LB1rjMcvvFgyzK2KyfCV5d_Wy7bOtUjmbyXaIoEDdXRyErvaC8tXw9Zcyg,젊 고 무위 하 다,416,358,314,True,False,False,False,VDrkqvJpz1jXHR8XGTo2bLZD6IUsLb-e0xtMRrrnp0KTnWfXeG3otLPT,11
GRANDMASTER,_rZYRmE1EeUfYVEI0gPMV9q0hFS7MCuXz1888VK1q8XzVAhb,ACL PioNeeR,327,166,147,True,False,False,False,8d8KIXDaTax6QLz02Jrwc6SAYazpMwfZvUGGCqIH5SZWTKautB36HQQN,6
GRANDMASTER,pC_LcDpc_M_c9MHP7SPWJ9V3ufisw019E3gGCIXqglSx2BU,ZILZ,592,319,289,False,False,True,False,6hCvmNJW28QxREH9KfVlsNYLvF3gbyUnPHnsVUe_YfJLcQg,6
GRANDMASTER,LGvyyUQl-ZHRu_jm7MCL5c32T6pie-PmStRVxNWwj8Y976w,EawqaaAOVO,262,271,265,True,False,False,False,zspq_Mmrvl9rVszbGu9txi3tPWU5G524Zp1b4j5G_ypyN-Uzz5jl7OuL,11
GRANDMASTER,yH02KBwTkeaUyHGl8wj4coxq-qUhA683bMUhuNZtCJm-kag,i am a suporter,382,271,248,False,False,False,False,6ZPjiGA7xKc_9yfD-o12V8qrE4qzZZBBDYf6haIRzdLWcqWES9gHltQk,7
GRANDMASTER,qeZaMsyOLf9RycAjFEo2mE5y7FtvhG-1XI4n6ioFmW65Gw,arrowIoI,456,438,420,False,False,True,False,6ZkrkVOZfg1qMMzoG60gPzsJQ1OeRHZ1giR0VtEh0-9z,14
GRANDMASTER,8c7TEMsEwF3Gz9Mi47JuyVVezrP9a2_pug41lYKel0uge5AqIrfNVU98YQ,a tu casa,429,129,92,False,False,False,False,Kwrl4AP58jelMoxUytCCC7GwueDaSCIW5W54ev2U46lMqeRmEDjRCLBQ,5
GRANDMASTER,0pmvQDM9jhOVdI5-MX3NfcdNRprvJQTof69m8q0kfv87nG_E,민글러,265,170,155,False,False,False,False,mYPHJfb38cV9W1O3t3xS4WmaeWUaFGn9obF0inpk0BH3TyLSV_hdS6I9,7
GRANDMASTER,cbCZszqDUQYLZkposbLWE89kTxnQbu3LG1ZQiCReZTnX_A,정글손대면박는다,273,375,256,False,False,True,True,ugwDTeV_u7lqkOzGtJd9WqY89yEJgkNQD-AYBOUIJIm5,5
GRANDMASTER,k-9QyThZoIngE6l3SDupP9yCQdydRvrQTlSTVlNnqePHtLw,전민혁 ISLAND,437,128,98,False,False,False,True,kTKOQnamZjdP7FDfxpXVwXFI6wDN4ubnoGzSwMahm7cw-CY,5
GRANDMASTER,CaXg8exwv0mVuiFHeQH2bC8TTYKy69X5puVyyz49UFfwaSA,mei you xin tai,550,281,252,False,False,True,False,Mon40-Xu1I1rA1K3alMmqlUPehGlt4U5S5T-E3ksX3NThYF4mvlwkb-5,8
GRANDMASTER,EfKVXrEpw_4y0P7KBxJYfLL5j3-hraKtPavXA-zeuuYcbpc,Xi bu reunshi ni,364,605,569,False,False,False,False,I2jHiY241LAp-nSeKp0hFOVRBFmy35FQgj2hmS5YBaSEcJQ,10
GRANDMASTER,KSHD7kmFwFWrhBFQAM4S7mHN8Y4j6GtG27v-RdCXeBtDVzco,INININNOchat,423,167,144,False,False,True,False,CIOnThiOD7fn8aGdx5H8bqqYZzC_oFQAKz4829s1J6-ESVtDvP1_3Evi,6
GRANDMASTER,QRsNUb3Q4-f4Bz1aQ9mFF3Ef9oQ167MXdMdkjjjbuznfSv0,Selnert,325,281,244,False,False,False,False,ujVbJFAxHcCzEtfk28dwga4DVJToQhS_ZAXZZomIkkHrKBE,10
GRANDMASTER,2zvGe4ISLNs6cMKyaXOkU445vTBBEoEjj_shVnFYjgBf5dTf476h-HuqSQ,98ksdrh,345,131,88,False,False,False,False,2xb1-zuliYTjhoqRgCbrDTLxGvJNmnuCz6E2kekp0Q0J22T96i7clJ63,2
GRANDMASTER,JziK1MeU6rNTURRyv2JonY1LmvpDS2oHInQpuTji8uiPdw8,오 희태식이,325,276,259,True,False,False,False,iybhUEhv1btVm3dsoxBO6TcEE5tKIEHT-9GdK92pzBE-qE2R368pIYRf,7
GRANDMASTER,bXAwYnPKdkfgE6kn8RYBkegcE3p3bp1QOeL5zDVAV4v4Z8jELUR5fQausw,yyzx,364,291,255,False,False,True,False,HByGoTFHj1aSbei4ygi_7rye__LRleWI-C4PJdyBVv5t420aDoyRMQtD,8
GRANDMASTER,RB0_-EELCD5Se3L9M_RVf5Ykl-jKJf0Du_8HDDP2ZK8eTS4,ImStillBreathing,342,373,342,False,False,False,False,b-rnxyRADwp-1ksNvlrlUIYiMOqopQxAVQAUom3wJSF4MIs,9
GRANDMASTER,ajl4juAKPkC3bSRtE0WKoWsZwNE8vlmy9QPXCTJ4GLF8qw,햇님차사,386,225,202,True,False,False,False,hIqRd-WWr5mu5IS5wUl4swPTTnHhRJ7Ji8M3HtV1drYF,5
GRANDMASTER,H7VLzWKvsg_kpJk3Mq5o4FOlx9TV25lPNx8TW0znSvRkrpw,Shadow Loopy,317,380,359,False,False,True,False,l1rqcjBWmjM8SAF1pBCGQ-9vVcUfFVDf7HDltxB75QC0EFub_lwWEkRj,11
GRANDMASTER,dceFmtVdFTz1iGBfdQFov9jiYvCVy4yxyk689Yt-z_yfzC8,DRX 홍창현,392,294,273,True,False,False,True,hE-UV83EXghze53Nte5nt6b4HWIiBSkJ57CFHeyqvb56N3I,7
GRANDMASTER,OSiMtq1y_MP7WunMdHMkXuR1i9t-V_SHiD6amFiZsyzYGS0kFNqFW-g0kw,Kris yu,305,128,88,False,False,True,False,ca4LC_O71yBQpdqetuDNk1y-lUaoE0z217BgHMmcKJWelw8FiwT7oPLU,6
GRANDMASTER,-tHPLAjOcTiH8-mip7JFnReJoQhIFHYzXTjcFc0CNaEsGuI,All day long you,342,163,138,False,False,False,False,cEssJ8KqxcuGPrI4Y3R4iHd5apHFALtHhPiVaY0vT6C1wCX616wVxh5K,8
GRANDMASTER,wFkJkEeMJ1Eavla8Vx0vs4-QjfbQYSGkAwgiuNVOLncp4eg,마법 마자용1,445,486,461,True,False,False,False,LO5pI_UXfXaGHMLhRGwaX6KLXeYQoz5reWW6zBtY-slADZ4MbNBwXiO9,11
GRANDMASTER,pJIbbaidnZMsZUOxAUwFFMujLbAYHu1_sD5VjJRpVGMkwuI,DK Donko,273,286,259,False,False,True,False,T9t5tlxndnhb-PQmX7N2YfAjl5YGSufnOjxcoydwR0la2kw,4
GRANDMASTER,2FzBjrJ2Gl33Gdsqt6OuhHqZ0kvlpZH7zIvcnOBWrTpvqFU,에스유피,364,276,256,False,False,True,False,Crbn2CtIifwpiGKE1YCPV_ujXurE9pR0mDFBwBq6G5AghEVLRZHv-GgK,7
GRANDMASTER,-AKogmbsVsF-jnb6BLt8UE3q-zo7hZ6k8d9LxvrzSXqtKI8,미스포츈외길인생,246,752,691,False,False,True,True,w-wGkyPikyGQSX_FU1NDg6mDhPEe54_hLRvagS9OX-eclzk,3
GRANDMASTER,Fn9OKM0cQ-7U3iujVNHATuciEqBClG9UeDcMC09jqjjdgqzozR0r8-x3yQ,소탕국,249,95,75,False,False,False,False,hpOJ1y4SvFS_IEVNJLUqrXuwy9WuzyfE_wWfyRfHxp90YA8jCHFpZcWc,5
GRANDMASTER,C0sB7NmY8qMYpcBxi_ZciQC1NRFGT-F1QsO7hM2iB4MtZaP6SUeNPddnjQ,xinlifasuan,517,311,263,False,False,False,False,Y-2KRlfRWPogQDiqzIe89J8cnN8xDh5ExqGac13s6xXshLd8kdxHjVFC,8
GRANDMASTER,Bqntk2LitbzGq0CY769fEkxCQym0LI1eKhot3CB0tAUUKZE,물개르세르끼,471,351,318,True,False,False,False,MELB53Se1ywGDQM-GweeL77xwN71J-g_KUWi6kVtBuhbagE,10
GRANDMASTER,YynJZYRDNmHj5t_7MxCoiHW6ZQNZLda04yiHTtWus1yZ9is,Cuzzzzzzz,607,82,44,False,False,True,False,wqu2qjPu0L_2GjHm6X7qo3PV41a8GGR5V2QC1jXJnR2T5Ro,10
GRANDMASTER,mOY0nopsCEVsxZFxraMeI7GgnPMbvMc3ZIWm0L0JRGR3jrE,OvQ,634,309,269,False,False,True,False,jGgK3t1kUJIzoWyAlCORwOzvQFbYvAAe7O7CBnA5nrWIeXfJN1eqMnKA,6
GRANDMASTER,bb9GKltP9TzKI66vFBU0Vh4YUWRTXOuawVzbfqAwOPM3sVE,배까츄,452,135,108,False,False,False,False,2weWr7fVeKUvkNBbvPIEXSsWMVeyDuWW8jW2Uo8tlrvKeDE,10
GRANDMASTER,q5uh3Nhqe-_iMVq4zmpvcS9JEq6Wnqwj9_bC88xUs9L2RGI,CalmAD,576,102,69,False,False,False,True,NLN104-od7lVQlsKflWsZoqNYj6weUkHHDHGKxrMAD0oR_LPJzTQVIbp,9
GRANDMASTER,22pUFV3owx3gZm0_afNaY9a0hAVmQt38ReVkz9n5IEcsEpdmCPouFuGECA,나 는희망이없다,371,311,281,False,False,True,False,0DsLjALiH1GMeWQQq4vN56AiayR63KIJ2Gf3ZcCBqBdvsQ7kT1C7No1V,9
GRANDMASTER,nlS9amZ6nFwBGLrwIlt4TJ2dR_IYr3UaJKxwLobiL-yfP7w,한봄1,277,83,63,False,False,False,False,ixz0xYyUra1muRpwecpIs4cwCBUd4YauxQAEv4__iwJfGQo,5
GRANDMASTER,R3ZMY82GVidP7DAQgmBjDbJXlPLLDImwLoIjSaxXUV07ZAycFzAvg3cIfw,깨달음을얻은남자,524,295,251,False,False,True,False,cuZ-0yGioaNSf40WdB122GyAvejxtcqw_MX2_R2H_oeOFC1XEuzPy51h,3
GRANDMASTER,e0icpBBq0oVLw0xNj3LEZlAhX-aESsFoyO7xNmnWvueWW97lFgbWviQBsw,guilty p1easure,241,161,144,False,False,True,False,T7L3F-3YEA55_XUwyHYhINDCoVkUcqjlFOsHLbSkw9ps8m3cHm2jVouM,10
GRANDMASTER,bFRx6UUhYkBOMRx9HoMk5WKZxNiuNBM26P0JfHdHERYuAhbWUTj65NZZ9Q,냥냥정글,457,118,78,False,False,True,False,84_TFrEmvjHCowrTyx--i9GuDPtfJe0JLD6A-3hj7kDQwP3BWerxaS7D,8
GRANDMASTER,bkoMJsXYXxcbO2itlD4viYgnj4rrd3MkkoD_LQQtPEAjTXzLvyyBKUZHng,T Bagz,334,156,125,True,False,False,False,rpVnqgo0QeBuJLq1bxf7GxF4NBMDx1Tufule0T2k0F-T0kgvOMUVho1h,8
GRANDMASTER,Ya69X23Vq8WjReDxqpS7RCVz7lLBh_Ly8x31cHKb26eqN4w,nipiaoliang,289,109,78,False,False,True,False,MGMNlRrI9gfXRdg1B21sI2Ighzh9NPh7Cx2Ea0pp4tTiF0ZhZVOla91t,10
GRANDMASTER,wapeHPqDSNLExfIGV7mJktp7L2dmIjQpwK41Fjt4AXCe3MA,복수를 위하여,248,263,242,False,False,True,False,8MW55gG644s0L6PzK5P0OpIjkJyUE5-PBvbRLBOfM7ZkZKI,1
