tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
MASTER,LxXMMjgrO0y5TjxXwUdGF4l9UeNtyVZAihJ_WiVThik8WYc,은퇴한  전지용,84,40,23,False,False,False,False
MASTER,q7YL30JqjASYasV3nf7y2TTg-5VC2MUii1WmsmyvsA1pDw,연습용계정12,0,113,74,False,False,False,False
MASTER,CQ346UDdp5AZS80zltJczs7nckV-HAPccoqDXkYFGnzXtHKwB0vzrt6a4w,yuklno,184,154,99,False,False,False,False
MASTER,KXb5oA5we8-IgD40nXLuNjJJN32DR49BdIICYvwtEnW6h025kezl-nCcJg,zybzyb,195,99,56,False,False,False,True
MASTER,cePbReTAWZXD_DEm2Q92ukhUWOVx1GmxMmtAZFTXXuu_H_I,XZPN,160,41,21,False,False,False,True
MASTER,3KKma4Wly4LtGxoI--M3tazHCgDIyHZzAOqFxl44p_jXtg,질투해,1,61,41,False,False,True,False
MASTER,b6ssR3qTT_Gxkfj4c3lMmWjn4WkqOdCCu4dgUfU5_3QbVD4,루나어린이,39,144,137,False,False,False,False
MASTER,Goj0AeyQMHP2pdjuTEWbPUfmbF0xeiLeUtZ4tYvLYpyfoldmmx9cMMmaHA,wtsonekdssodoe,32,213,197,False,False,True,False
MASTER,4ahguRZpGVWCVz1InsDiWFHzvo-zTCVQQBm1EAtRBw430DE,성비가실,27,508,452,False,False,False,False
MASTER,2o_dcu0LgoWRhv5zeMRtc1JJbsGraARUgYsvWmQfjL3Q4yI,소년지호,8,107,99,False,False,False,False
MASTER,WFuEyi1DZ4mp1EEZ9J4Eo_R5ZIMy-6UbV0IRTskwykKJhA,경고했을 텐데,20,331,317,False,False,False,False
MASTER,xV2iSHOi7Eg2yflJd0NDhepm-xlJ7agW-7hoS9wylRjUvpy5lNaSQEuXww,huang456,194,80,37,False,False,True,False
MASTER,YRKEdV1sY8Y43YmbXY3Pu4MkI2QaHPAGJscJzp3zZlfX8Q0,캐 인 ,181,446,445,False,False,False,False
MASTER,D7KDEOcx6BwWpdCnkr5a6iN6Zkx8cgwDWyAqAZzMGlwsKww9,내셔님작,165,107,83,False,False,False,True
MASTER,CPRbp3bPuvjHVwAFdwFdaQBwm3lElWDMtRYuH0wUdhXjcQaHvxrtFcv4uw,훈남입다,62,100,62,False,False,False,False
MASTER,_9Ej47dLsJVyGy4vF5qjC2w91sjkK-5rUCvmnqt_gOFNpj8Na8AEh1uDHw,Congratulations1,4,214,185,False,False,True,False
MASTER,IJ_oxNwJctG7RbssRyjY3hxCiySnh_pC6S0LB_jQ7Uj_HQqLO6kHn8R5rA,ohhwsnbb,212,131,90,False,False,True,False
MASTER,rGU396KZrcJMHKiTijXQWOPzYOaTFP4kh1YJH0gvz_RhtSM,기복이심한사람,1,83,76,False,False,True,False
MASTER,cK-ItSCuAvxKEvgFoavH-B9bXcm5hBekg8O7VNo4igui138,두파고1,108,137,120,False,False,True,False
MASTER,eB7eo6kFQ1j9YDKg11GL6CY2oh8N83C5nwmeUTLGFOp_fE4,연우랑함께놀자,0,92,69,False,False,False,False
MASTER,eLmdedOKAY8iZm99eVv4IF0E8PcRyJzUOByJAor79XmeTRw,Top Make Game,64,115,101,False,False,False,True
MASTER,JbJhURZBgl5Y3yLq50rrOkTLHhxeDvC1nBvo0sWjoAfitBU,쪼꼬형,111,198,174,True,False,False,False
MASTER,VrRBdnSS1tPloPIfRTHCwHKqXe8u8ug_WpsdvxsBdB4WvlqZ6WhuEJjIvw,Fazk,0,98,75,False,False,False,False
MASTER,HSzSdFPW2l3tqcp3ueh7ZxGknqKjNpOijzbOcYy-mbEKBw,KoreaPeopIe,101,80,64,False,False,False,False
MASTER,BPHawVyTgbgYPbkhFz28avhfVnd4qak04WmDcP_NfzynFdU,표식 추적,187,139,113,False,False,False,False
MASTER,XXWnRWREOBlAahnP2IO-rtFRgvenl3PBTxDIKuwhS0-ztaA,DRX 크림,56,266,242,False,False,False,False
MASTER,zIsUHRvuV738sp4sKOZtxEDfIX5HVeg7V41_lf_QEYgPTi0,아름답고무용한것,190,145,121,False,False,False,False
MASTER,CISCuapA73ZaoCsTTahU8KCznnaerm9Cs4S6FgZ24PmN9mn6VSZzk8rlCQ,송냐앙,1,52,32,False,False,True,False
MASTER,9RVaYRCRVheDGbssMXinMa2tYg6RJ9xr7QIYxLE_hCClQw,난존강,245,274,238,False,False,True,False
MASTER,jsbm-HujlezmxuJJhsap_iikG2-fae1SWuXVsdM8UVnVMqhLMmjJiwLIPw,qzlqzlqzl,17,423,391,False,False,True,False
MASTER,fDMABf7jk8ZCpBd-kekfGmr7_koddKrEg0qFT84DskjVBpc,Wkdrn112,60,55,30,False,False,True,False
MASTER,42XbKX6plGZakcerwiWAMRw-N2QXd4MYQVUZZoRJu8x6jJs9AxYlSvmQjA,Bauk1otze,102,230,179,False,False,False,False
MASTER,DgZTJwElqtYdsY-FjN-JZMS7TZik8XE_bhWdjkVikhfV540,하영하영하영하영,125,200,191,False,False,False,False
MASTER,eYKouIyKACjjLrPjB-J_dxopqHea1v_R6N0r3Q-2T9kXMQ,내가 바로 노영진,1,215,212,False,False,True,True
MASTER,fTUqCbyge8IpOTARM1jEn19K2AddcMAGa4At5LqV9gFK5ywkYsTK7-EnWg,cazdhd,192,241,204,False,False,False,False
MASTER,duKPZv_8XmoiRDGDKIKX64Nslm7NrXghoj-9suOfXBZ17aGm,jijljilj,8,145,136,False,False,False,False
MASTER,xBAAUP9W5yc7HSf4skSa6xdb98cIoKz97p-3xv9RGOYXyA,충충아범 쭝 신,223,145,131,True,False,False,False
MASTER,hspy44keLm1AT4jGZ0RWxpxblTNxi8fhyQN31erlRkCpJFg,렝 길,0,264,247,False,False,False,False
MASTER,pkT7EUWdTlxin0Cl4gVT96EkU-kl_kIoTTp6tSD01Y8sow,crecimiento,118,225,214,False,False,True,False
MASTER,fTS9vOWT-ycmA6Caxp-cnXxbz5XCzHPKD2he56DXbDT1o81UT5IfbOEN0w,l1Il1Il1l,18,350,294,False,False,True,False
MASTER,A4DzotZ65EqCpGIf1qyyIHFe58Cm0fW_tL3gIMOS86gYVOI,Ste1la,109,295,275,False,False,False,False
MASTER,2IOcpA4lo5AleHxzuQC3NS4mwZpRFKjjvaiPbxlF1D3fMOY,아프면살기힘들다,234,120,96,False,False,True,False
MASTER,UwMDp8r1ItaBTJY3fAD_zbGULOd1oYbg1bq0PbRQxldx8rfHcpSxm59dpQ,123213321,71,271,233,True,False,False,False
MASTER,znXkj_1I6BenkOHL82KdwvXFrCr0of8DDMIF4UENOhWKpEw,민서공주님,20,78,61,False,False,True,True
MASTER,_wPrKp2kQvg4BZzbw8fCUQliPhesQk7yw4TDuD35CN9ub8yeQGVHi5I9tg,Ling Long JJ 2,72,163,118,False,False,True,False
MASTER,8iva6ItW3CBOR82pObjw3SHZ7EVCNWozZAhvXV9IwGD6r3Y,고기에겉절이,156,114,99,False,False,False,False
MASTER,QJs0avx2efFeJjizGFf8F1c5osfNTiMSp_1zn007OtKGcQ,BaeMe1,114,145,129,False,False,False,False
MASTER,ukqGYtYhHO5EiUcHEZF-_yRh36oL3y5tqKBiO-i60_1Q6_s,one on one,61,365,347,False,False,False,False
MASTER,C7Usf6ZiTsop5Oat0lS5n0ya_ZatRzFTgFH7_OZ4h34WTQ,해남 상윤,199,289,282,False,False,True,False
MASTER,Gf7KInhrGZ2zGFElGg4TV31i0yPM9zFSWQNkVFUw5C2I8n0,다리쓰레기챔피언,1,377,362,False,False,True,False
MASTER,F7n7fhXutNxRwx_QZNjvMcGOzQcor8u9hJhL41O5EjQVpwA,랫 뀨,141,164,135,False,False,True,True
MASTER,eOPGFy2zyEbHxOXiJYMdoCgoDqHSvYItvBqUFAv7yu9LSVM,루나 공삼,106,802,802,False,False,True,False
MASTER,2wKyfNNoyITZpNTxWyWOgN4oupqhjECsRsqOS__NjGKL4rI,돈야호,40,152,141,False,False,True,True
MASTER,J2za04vsOiUlDzXtiSUUosIDMemGWccnaX9V4WmBcPxDxjU,ckccc,29,453,435,False,False,True,False
MASTER,VyzO7FhE4yILFe3HjL7xY6uxn60_i7kXbxpw1siNr99m-EI,하얗고예쁨,52,139,134,False,False,False,False
MASTER,MLqrt0efUzqOpvS3gSxT6JT51raC56Ys1FX6pI7E25so0VM,rego kaisa,40,177,90,False,False,False,False
MASTER,D1n-Rg_uMY1VzS96XO_Pyb6xJcHukrvzs9xvUUSQJ-Y7-oM,동냥아치,185,573,547,False,False,True,False
MASTER,jwc-lU60vDpPe1vfM-4thXtGSSgE91m0iZhMfHUsVxnC9-8,1217기 부캐,18,308,194,False,False,True,True
MASTER,sKU9WceabBfBmmOR_ztK2YK8WCeTUfFrJFVXgJtbrUDZuWce,도박 주식 멸망,126,204,183,False,False,False,False
MASTER,Rr9no1cJPoDshqHoi5cSCKM1PscrtNchEJQ_E7lTA6pPrvw,Statistics,74,301,264,False,False,False,False
MASTER,xTlb5hR4l-JQvqxSDhfqc8SChR888Q279WcknbZCF6hH8s0,지누캐리,166,178,158,False,False,False,False
MASTER,h8xizz7lxvRvWrFz0IWiw28_o9f0vcMxgoWZI66ArmG2Dak,2001 2 23,1,206,187,False,False,True,True
MASTER,VaARdhNQ0w3Atw7Rr-NFFjHu8kRO3QzaV3_kscIJp7zXVk4,KGG da ye 666 KR,16,209,187,False,False,True,False
MASTER,572vTMtu9sjmtztr3RTOM3vn9IPhh6_RoSNX9B3HcPyjOr8,TOP GEP,189,112,94,False,False,False,False
MASTER,KplXE4169NU3kEnUAUZ9GOSik2D8vipshbtswbc7p_d35g,바 드 본 좌,201,289,272,False,False,False,False
MASTER,JpvQRNwUBYKKYp1QLBSkh93HPqJLQcycrcIAIyXpy3XNKiM,내가정글인데왜짐,234,187,160,False,False,False,False
MASTER,FYhH5z25Jone8U6PrWlhotbXT7mrBwFH1RmSEP-j_2HYZw,dabb,58,446,436,False,False,True,True
MASTER,SImF6a8E_6oQfAsKKhH7Ndw4Bu0P-2MRSBSvNT11gzgmwDHq36g5jsvoFg,sorrysrycanwin,207,322,288,False,False,True,False
MASTER,KNqzQOfqT4XueuspIog881-8oAI9tnwDtH5GphUejmRPOu0,마따마타,205,51,38,False,False,False,True
MASTER,nqAV3skfeoMy9cJTNFSixAgl2B2uuxgSQ_pppucqjeCrsv0,에센셜,37,190,183,False,False,False,False
MASTER,-iescFsxctgRED4HZ0o4sjszXxV-UBhDKsjifvl4y0Ml1F4,NS Yusin,156,88,82,False,False,False,False
MASTER,eJBRi-SkchaFscA8MLrC2sMh46kfT7iX_y26kVz7cON2CUY,BRO Taeryung,167,269,246,False,False,True,False
MASTER,zjGWS9YGKphzmFJSTvKS97sZ2HiYBQE9nACENZIsgvOqdy9H,이동하1,64,305,292,False,False,True,True
MASTER,vGP_7uwgAU9UbEqwNtW-kvO1pXfRXAX-75lq7-g8sRyJxTsnDpLno0Od5Q,RZqLPrLr,189,400,363,False,False,True,False
MASTER,eIddysHKQbZyCP4dlak6nvlTgLzxcpMnF68J4y1EU-682TE,채 소,1,162,150,False,False,True,False
MASTER,MX1ejtY_NFo1-yAx5NiHB_g0TaP52t-2FW9alBrxrmmGHic,아름다운 빗 방울,22,54,31,False,False,True,False
MASTER,W2cVoHY61QKlNjdCMyrjqcllVYn-xFsSycl4GD20_XGIHQ,8s9e2x,114,169,96,False,False,False,False
MASTER,Q-qA0JD2KjporzF3p2gtsoImzn3WzezfsJB_m0_VFM0c78E,쇼 탐,62,142,134,False,False,True,False
MASTER,myv9ZtqRu09B76V9NgPqaCkDxrPXWDYEIVLvxRrPLd-mfFw,ZOEKlNG,49,75,58,False,False,False,False
MASTER,Ep2BeoaNSVX-PZBzb62RlYfIPglS5MKC2yNUoUdlKewLPPGBsN7RkOJYJA,yldcwsldbl,38,176,157,False,False,False,False
MASTER,n9E-4L218vKO7ooRu8TYDjSgV7asQ4ZxITGmOLxgyOO_HhE,이기적인싸이버거,11,461,455,False,False,True,False
MASTER,7wreuBpexP_PCADkHzGJS88ReTZqMzlXKNLoUPoYkSramw,초월한 마법사,43,153,133,False,False,False,False
MASTER,vUj0-gFZkzqB17K2Fuj3GkjoZcL7ZoiEJ66nHnucKvKyqQ,Jihwan97,168,105,87,False,False,False,False
MASTER,AKmoXvDpFsmHsAHGchjyOgB4_FkBYKxkyFkBc1hX7ANO0_U,Zombi2 man,4,526,515,False,False,True,False
MASTER,_zjLlu37yDI2_cVauEWhXvzaH41dT8qcSa2S8eDlF7He6PI,qtqtqt,1,136,126,False,False,True,False
MASTER,pSRaLTIXnoJ746V2Gz0TE7VqHsfuGIW1iU6JwqPeL8uz3Gk,TAEKROI,108,337,282,False,False,False,False
MASTER,WxZ4Po24rzFDAzBX2wjwDjPmzXZYIBIZ1OvDBqfR3CpxBmk,realion,1,339,328,False,False,True,False
MASTER,REHeKKWrDH_fGRsKF6lrY91wZGpovu0mF0p8LhHnGtWlGk-7sZHUUG9inQ,IslandvalleyRay,114,119,91,False,False,False,False
MASTER,M2fRcx5nIs2uzbN0B_TUBPeKhZDuKgbt5jTMYLySsFEYwT0,jangwj,1,429,413,False,False,True,False
MASTER,WCMdyC5XEq4NeLXwHDUBc7QrEYY_6F9uIc9gvcFZxHmTHZs,불광아즈텍고릴라,117,224,210,False,False,True,False
MASTER,Mq-Kl_-AqrP77vRMmOgyYFCXr-MkIRvSPiBBSwl-JYm_gq4,Lv 1 Adc,103,101,87,False,False,False,False
MASTER,BX5ncHROBQ-YYEvyedCKYBQCUGFHrMEb361mFNhZ0TO5cUE,ZNZX,24,71,61,False,False,True,False
MASTER,fyGOTAr1-ZXgpqOreR2nTQGpCQDlm41zziEreGrH4xUyL1c,knlfe champion,155,204,132,False,False,False,False
MASTER,TSF6UGnVMw-mqBfdBjPLOsRkWm9-hUmb8YqdWgpyCArMneE,Nnight,0,425,401,False,False,True,False
MASTER,96--A4qfUOx32FJ9OMbAvTtCCT-t9mJJWCNlv1TtrmPTPK8,율천고 최현우,74,56,46,False,False,False,False
MASTER,seWC_7RpRWHfrnjSq3eW0Qe3e3_vUtfx5REru92zTPwtUXCfrVN_B5Glkg,peko miko,180,324,296,False,False,False,False
MASTER,yPay1lF6dfQX1ExZfmsNJf6LK4_WAqBC8VMlrY_tSCBWM1I,Shadow IWalks,0,289,275,False,False,False,False
MASTER,fopQpgBHzGIiahcqu6MsO2u_AyWdioL_KDybl1fAQTe0zQs,우이독경안하무인,21,88,79,False,False,True,True
MASTER,Qh-4q1SeIe8B9p6_VyLzDbjnaw_535lA9Q9w7pmyHLTptg,y0man,132,169,153,False,False,False,False
MASTER,AD19RIMa7xzjmTgTZqRJNfPK9RWNGtCDKMlui5wmyAtinQY,가대여신채예린,1,254,248,False,False,True,False
MASTER,qNFZWEDBc-D1Lz3kvGD8n90zc7wRTsVuKZGsGZUsWH9sCVs,피들 권위자,158,116,95,False,False,False,False
MASTER,U2MWXeie2wT4bX57xTd8A2xElasHaTBppYnNB6Qra7M5vyc,흐 얌,1,216,198,False,False,True,False
MASTER,TlEHWwgS5AX4R8lWx-Bdlbaa0oBQ29GcmK-OvLGbHyI3Mj4B,하이 눈 김주호,18,203,160,False,False,True,False
MASTER,rkePpnoZEaSeiiF6exmLPVkc1JCETrd4VD-_bazKLwJtyAg,묵언수행잭스병자,0,116,105,False,False,False,False
MASTER,1wOpuUq09xGFYE0Fl_WLOoAPQ9EOlUpX1oIan3ItsuymaWM,Liiv Howling,151,170,135,False,False,False,False
MASTER,wIW-ykGUQYkSKgGPLJW3pt8Z8wGYhL2Oh2-fvqvV-Gt3gH0,Shadow Ming9,221,391,389,False,False,True,False
MASTER,UMQP9WyN00KBe3xT-a8seyKWImhrsORl3TbtHWARq8r-G0prET9kdkC3OA,김명치,64,86,49,False,False,True,False
MASTER,3slDygL_YeDCXfekYr0cnmU8Br3cU2xRn5OzIwV-BhK9U2A,박슬온,80,55,40,False,False,False,True
MASTER,Yb_sPBTb8t9ydNp0Vos6pjtJ1hF3PI4xRRiMVS3_3Dt_JQ,득 털,21,597,532,False,False,True,False
MASTER,r3wz6dZ8DBpPKn8f3brcTUqA6Q_Q8rOA6H5jcWLkFnEWVa1A-ZoPKWad8w,asdfafwaq,57,106,84,False,False,False,False
MASTER,HsIujnvqBc1UwNc1TO1rmTffPwZJ9bG7FwJK-Iy0om1214E,2007 JGL,114,458,439,False,False,True,True
MASTER,19_IRcpDcaOmIA-uP97xq8zqpC81UxcuLMxhpwZkeE45e-cbaaeg1Fg8dg,GEN Life10,97,117,67,False,False,True,False
MASTER,92Zf0z5sjhI1Wf9FPakJOKNpzzUYghzRaWaXbf2kh3HLtBw,쿠하쿠,59,71,47,False,False,False,False
MASTER,Fgz1auOrP0wNw4vkQdm777xEzHNMbLN4_T3OE1OWeuB4Xns,04원딜,0,195,166,False,False,True,False
MASTER,pwJ2qwm9WA8PbDYXTAxA7LWh6Fn_tDe0CWOjBvnhyA-Z-Gc,스섹몬,36,159,142,False,False,False,False
MASTER,YcscThoFXGq6HG_f73OehCXMG9WeRoVLTcGO0_DiZanm2rukMPaxG41fXQ,Permaban10347219,94,57,35,False,False,False,False
MASTER,fK3poL2UAbusjzceKodHDznmGgaA-X1NJHGpu9CCcOlGvGx96_OKhvKwgQ,bei tian min ren,143,249,199,False,False,True,True
MASTER,TIE33R5giXA8xMApek1lIxh32Yel2r_075rnmx3WcrNzYyk,nnla,163,127,125,False,False,False,True
MASTER,H86HXJQRwCWvpLq_g0KesW9UIUFp5OiIBvqCzc_Qmn-ncwXy,Claire1,47,138,91,False,False,True,False
MASTER,8Oz6REGWu9eXkdbS5po2Sjxs5XsWFyVg5OG9RSF7EuLSxVs,Kat By KaBel,18,283,251,False,False,False,False
MASTER,tcQhIaN00-JoIHApQrLLVkNRkfTbzCwM4KnL6OdVw7sSAA,afreecatv만성훈,63,169,153,False,False,False,False
MASTER,GiMN3GId88IsI58ils8KeY5akvcg0BDtsaTsgPErYN7k7cWXXNuct5JDDg,Lego77,27,88,62,False,False,True,False
MASTER,yFP-QbMTBrohmFRX9GS71r30n3v71h_NdogL8Fpdi0ORf6o,1Tier Reve,155,103,88,False,False,False,True
MASTER,xjqaS-4eXehpKIWQFrcD0PhECtdhVZkj8vHl8ra6vVhj_yE,Yunway,210,112,103,False,False,False,False
MASTER,HewBOlESfo3jWHLJxc1hK6bXF7Zpy24c8zurVT2DMR5IDaG0Xk8kEpxzww,보지치즈,17,127,101,False,False,True,False
MASTER,w-79GxQRQNIH1VR5NKB0bZEdYPUo4amBkQc5v6H2kCm8IvY,bingshuangzhixin,214,54,14,False,False,True,False
MASTER,7byOz0Z8sTLGojPI6v-cAS3i-vibfZ9AClX-jr2-BCepGts,강붕스1,181,54,43,False,False,False,True
MASTER,BiJGnEd4MwEROrkWUd0Hxry88ATWvJlCjpvgmXm61fcUgQ,지구야 그럼 목성,0,154,142,False,False,True,False
MASTER,yuhE-w0xcy0x2hloUOmL2DEMBBi_VyIEV9R46MdRIryRvf0,NS FIESTA,122,72,59,False,False,False,False
MASTER,wo9RZLqnf9M4yhZx8IvQQrQfTM7hcTc2h9UpuTCIcnlo6JA,마 자신있나 온나,1,364,339,False,False,True,False
MASTER,6o_Q6octJfZpwktibAs2E_qNxJ79JFtHKJFRQtyAdjbi_ew-,Exusia,73,509,491,False,False,True,True
MASTER,YzthvILKQPc2N4QWMyEK_lHTzDYT3XIlrGrm_Hf1PFXLViM,DrawSpr1ng,20,216,157,False,False,True,True
MASTER,-e3wzpWMYTGYjCVLOeCUl3jHIgBBimH5LC4I_kHYeAvZwK0,수락산다람쥐,107,65,42,False,False,True,False
MASTER,54F0bY3ay0Yrsu2cYVAZL9SwA84v2ZcemrdxBRYwQdf99w,난 너를 죽인다 0,1,625,593,False,False,True,False
MASTER,FtGn1qAuOyO5dXoocujTg_4gy1eXVzEBdOcewCpD-l-uiHE,nsmarin,226,346,324,False,False,True,False
MASTER,v0Bk0QNJ9aNnc3tJrCY_T9gWKPiAbDNFgoJvw_zR4ohh89dipOPt0eAOcA,546465456,38,188,163,False,False,True,False
MASTER,mIMsP_uSfuliQH70Ma02SDPGVLc902tlhyAZPJEGklNzLYc,블 믜,99,87,64,False,False,True,False
MASTER,iqjS1bwESJdts7Im1aSHUYSiUCyY4VhUfwpssZSbBvRw-Are,와르르와르르맨션,39,259,235,False,False,True,True
MASTER,E_sJngYAuw069IZ2cxOkLJSdjoqac9uUDSrZLN9G2T4gYnQ,스 찬,190,125,99,False,False,True,False
MASTER,jPwBcgNm-MD97se3w9AZPVbc99LEY08u3qzJcLi9AOU2Bw,정답s,1,180,176,False,False,True,False
MASTER,OlklHcMLyLVaamR1_71k6abhkSiOiGpXjlBYmyEl1938dSE,자크로챌까지3분,18,290,269,False,False,True,False
MASTER,j65g_R0XsKU8Lz7U5FBwEIyx7FJkkBKc1xXDr7_BUN6UTP0,코자쿠라,0,60,49,False,False,True,False
MASTER,v0ezsrlEh69cy1_HjJsNyO_EU1xq9JK1nokr6XGowc_Yaw,AF FLy,112,211,193,False,False,False,False
MASTER,qmrUPVmdxQcoBBkyZkjwPlgAiM79AOAM8julmrh2Hm-dqEg,LI미트,19,322,314,True,False,False,False
MASTER,PZASG5k50gm-CR-eyLVe_DULIvY44QNc_3MqwiMiHzRZggPq,흰범팔,56,77,59,False,False,True,False
MASTER,H87xUlU0pkfizrgAWYfg1_DXJN6Y8K1EyudbuZv5vIPqBAs,졸려죽겠다진짜,216,237,215,False,False,True,False
MASTER,RqFLtd1xS3ozPXbrrYjLOm9nYRwKUgs0wcwnJvrresoZQkbZyMYnF8r7cw,웃 여 허위,7,610,589,False,False,True,False
MASTER,tyWonhKprCoklYMNfzZocM4RxcAg8idCzmOclWWDDWoj3pVFU2kivpiksw,LikY1225,195,582,540,False,False,True,False
MASTER,78O6AXX55BHVWJlCuQpUuib4oAyPcUQJDVV8l3co6laOXKoB,축시에제육먹기,60,109,99,False,False,False,False
MASTER,L3VHTTqkyNyTgzPJwssjcTJORsB5vdIEdSn4T4RExOcimW4,반도체가 미래다,25,212,170,False,False,True,False
MASTER,uAZaRxJ_W9O0mDdcKQacqQiwMNqbHTpM-QscqlXvIxF4EIO0SB4e6APkcQ,저는훈남입다,56,100,62,False,False,True,False
MASTER,zz7a-2CFBQHICI6hfNyjIKQadia9XpfAta--m0TZ-ZndlnQ,KAINKING,10,114,106,False,False,False,False
MASTER,4l8FpOoxIiNfeUg-RR8KVsg_AZbuuMnhLbvxt846sVCCTQQ,유미디진게임,120,412,398,False,False,True,False
MASTER,Y3TrSXXgULIKzuu0gqkCpHhjUyMHf_dzwnvteolfl4AEeLgznB618uVEPQ,Healer0u0,90,225,184,False,False,True,False
MASTER,Xhbh32XSQ-xfJCwB8rjjYZAXCAB3sua7IP7_alU2Mz6Ez_M,질병게임왜안접음,52,474,461,False,False,True,False
MASTER,3apENVNj4nAQSx2mofZUCMOldJQJU0nlwuKGRcno23keIyHAcSpQc1n8aw,YaGao,0,122,115,False,False,True,False
MASTER,7XP9m9iDIDglQGCNiR9wsDM0emrpRN7JLs5kyzYs80qq0LY,엘링 몰란드,123,239,206,False,False,True,False
MASTER,1tiEDFP0QFFRZlBAtZFCna5TNzc1kD_YLgO3SF85T5PJmEfJbOUdnHnPGQ,baiyeup,164,277,242,False,False,False,True
MASTER,UmW9KbX7g-QJ2OSmypX8QxkTpTOwRFkFgGLNz-VrkRufEf4,changgg,0,417,380,False,False,False,False
MASTER,qdC5qxDbkA0sHSLD28XsrOc8KUqlBTMl-6dkG8a00nk-lM2AUOkqgel_HQ,재스민 청차,36,215,175,False,False,True,False
MASTER,Indv5q_bl0WifPhfZHBCH6JS4opE48hW4nFj6KXC6FZwP0k,102b,0,198,194,False,False,True,False
MASTER,u0s2knwAYCEHLmqPRtYGUtrbwT1ATn86UCl0XUorWNNMh0w,칼챔만한다고,145,135,125,False,False,True,False
MASTER,g9_l7XCUVSuc32ZyMZStaxmJzdQscRZbIqJUwMJgZmn06wU,고아련들,114,341,330,False,False,False,False
MASTER,SuaHDbB8tzQ-CMd4BtLrcQebuK8fnDeKTyXhl4LuMJy-YIlo,연호산,159,394,378,False,False,True,True
MASTER,TM6kjbZFUls5NxEpLuc9Xb5f5olBXUHOTUe2vqslfUaojQ,승리하고픈계정,108,327,304,False,False,True,True
MASTER,Oq299qd3jJeTUUpDjUBQKvmCLjxjruP7KcZ9idOWKQgSU14,쉔드백,28,342,340,False,False,True,False
MASTER,EblaNaTZ_JbCCdkBoQS_NY94NH94dMMIqUBFKYiA1ANBwV5A9wyoo5va-Q,빙의인간1,232,193,159,False,False,False,False
MASTER,ALu7vcUugpzAD0uy0xGPzDJ8Hdt5lCo1nyPOzCN7zizmL7w,hunzik1ng,164,198,175,False,False,True,False
MASTER,5vLXcEU-L1FiEkWbUzg_sGk3MIHuUTCrg3y8IWPC6s6-feg,낭망방랑,29,224,201,False,False,False,False
MASTER,42Lmp9zNXgeOziK5Osahy4H93k97eY1biEIYHm6ltvgonYkYNwOzhBtkOw,fall on evil day,159,545,473,False,False,False,False
MASTER,3N3a0YlV1ITeFHazWJWhH3_g_mBZV1n_7myghpi6l0Klfu4w-5Md0ZcBMQ,IMG GK,1,100,67,False,False,True,False
MASTER,da8VftRl7neElaihWhVkDheEnHcQU1YuwHNPLAYptuBsXRqCMUzF2S7kvQ,준태윤,176,112,76,False,False,True,True
MASTER,pqLrULa_JWtM69EXDzuL5-luR_czDx_HA6UPR1zqlJEl_EE,키 욱,0,112,105,False,False,False,False
MASTER,8KvIGC-HZHjWIzNEL5o3qJz7zN27fhpMdFz_sWUVu3h3yo4dxXLTFJJg8w,kur0m1,213,288,249,False,False,True,False
MASTER,_g3qqAqbGf34j-JIEYnB8E8bZAo-Ap7AVvlNqlmW0badyvo,이게 재환인데영,3,390,330,False,False,True,False
MASTER,9FnYZoH7ztGDk9TIcFycuLAt_uEV6OoLgEvArYXirJmcJT0,Rakan is my life,1,275,230,False,False,True,True
MASTER,wdw4buRtfDc4cHzvLOQfiT9OufT__V-e6pj1rokSimKeGg,빛 형 규,64,113,93,False,False,True,False
MASTER,-a-2ITNzxAhi9KNmCPIFCFTqZvd4K3R-OLWlUgdIzffLPgJeu6KGyDrZIQ,xcxxxxxxxxxxxxxx,136,348,310,False,False,False,False
MASTER,7U7_ZwEiUInpbGwsryIFeqspY3Sugno20GCKmLNln-b6zig,복아 명영,33,258,245,False,False,True,False
MASTER,m5DgtcTSyKRestamVKoaET9ClddbIJypfu06det7Ffi0soQ,crOss khazix,40,33,25,False,False,True,False
MASTER,G42sqkflCSzw7j6_nRyrKc6ACNU9M8slpBbQGOKJ0kfChbjugCnZzwrCEg,YSY2,37,339,308,False,False,True,False
MASTER,eKtOLPKiXWLA_M302a5cylVi3ownQwUtCPqD3GDW4ZafE8I,앞보단뒤2,35,148,92,False,False,True,True
MASTER,RKGaDp77BmYHh1lcl-6J8BO2JQHtG4lwylgKlrGQfZi04EQ,Sup Me Thx Guys,0,95,72,False,False,False,False
MASTER,UoxIw30-mRMIYrGweKWoYb-O9Kc7y1wZVicbYGIzlyxcVSv3xVIflBUfag,guo qi  fan,141,125,88,True,False,False,False
MASTER,VUJSR9U1rZUKt1H0-bjIWUdDLTTqHj4urtvlGE7Bje2Y0jft0-MRp6AjPg,min않아,109,311,251,False,False,True,False
MASTER,sfZHzoLjUxWN3G8diBKhPONhdCoEyI_XrK6ThV3CXnd2O7I,비가 오고 나면,54,438,419,False,False,True,False
MASTER,4JvCVE77tKHtZ_Y7fMMM400rUUGHw7yYt2gBuoHdDAjZxU4,Str4wberry,0,104,93,False,False,True,False
